許可證字號,藥廠,顯示名稱,分類標籤,濃縮倍數,濃縮生藥組成,原粉生藥組成,賦形劑組成,解析狀態,人工校正提示,原始處方(供對照用)
衛署藥製字第003043號,順天堂,”順天堂”雞內金濃縮顆粒(順天堂),濃縮顆粒劑,11.67,雞內金:7.82,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 雞內金 (7.82 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例7.82：0.67＝11.67：1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第003053號,勝昌,牡丹皮濃縮散(勝昌),濃縮散劑,5.37,牡丹皮:3.6,牡丹皮:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 牡丹皮 (3.6 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.6：0.67＝5.37：1) ( )
 
 牡丹皮 (0.33 g)"
衛署藥製字第003054號,萬國,痛風散(萬國),散劑,1,,炒黃柏:0.4616|蒼朮:0.4616|製南星:0.4616|防己:0.2308|桃仁:0.2308|龍膽草:0.2308|白芷:0.2308|川芎:0.2308|神麴:0.2308|桂枝:0.0576|威靈仙:0.0576|紅花:0.0576|羌活:0.0576,,✅ 成功(原粉/非濃縮),自動判定為原粉劑型，倍數設為 1。,"處方:每公克中含有：
 
 炒黃柏 (0.4616 g)
 
 蒼朮 (0.4616 g)
 
 製南星 (0.4616 g)
 
 防己 (0.2308 g)
 
 桃仁 (0.2308 g)
 
 龍膽草 (0.2308 g)
 
 白芷 (0.2308 g)
 
 川芎 (0.2308 g)
 
 神麴 (0.2308 g)
 
 桂枝 (0.0576 g)
 
 威靈仙 (0.0576 g)
 
 紅花 (0.0576 g)
 
 羌活 (0.0576 g)"
衛署藥製字第003058號,勝昌,桑白皮濃縮散(勝昌),濃縮散劑,9,桑白皮:3.6,,硬脂酸鈣:0.01|澱粉:0.59,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 桑白皮 (3.60 g)
 
 以上生藥製成浸膏0.4g(生藥與浸膏比例3.6:0.4=9:1) ( )
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.59 g)"
衛署藥製字第003207號,順天堂,大葉千斤拔濃縮顆粒(順天堂),濃縮顆粒劑,8.36,大葉千斤拔:5.6,大葉千斤拔:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 大葉千斤拔 (5.6 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例5.6:0.67=8.36:1) ( )
 
 大葉千斤拔 (0.33 g)"
衛署藥製字第003210號,勝昌,白朮濃縮散(勝昌),濃縮散劑,3.3,白朮:1.65,白朮:0.35,硬脂酸鈣:0.01|結晶性纖維素:0.05|澱粉:0.09,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 白朮 (1.65 g)
 
 以上生藥製成浸膏0.5g(生藥與浸膏比例1.65:0.5=3.3:1) ( )
 
 白朮 (0.35 g)
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.05 g)
 
 澱粉 (0.09 g)"
衛署藥製字第003283號,明通,知母濃縮散(明通),濃縮散劑,5,知母:4,知母:0.4,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每1.2克中含：
 
 知母 (4.0 g)
 
 以上生藥製成浸膏0.8g(生藥與浸膏比例4.0:0.8=5.0:1) ( )
 
 知母 (0.4 g)"
衛署藥製字第003284號,勝昌,川牛膝濃縮散(勝昌),濃縮散劑,4.97,川牛膝:3.33,川牛膝:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 川牛膝 (3.33 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.33：0.67＝4.97：1) ( )
 
 川牛膝 (0.33 g)"
衛署藥製字第003421號,順天堂,大青葉濃縮顆粒(順天堂),濃縮顆粒劑,4.93,大青葉:3.3,大青葉:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 大青葉 (3.3 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.3:0.67=4.93:1) ( )
 
 大青葉 (0.33 g)"
衛署藥製字第003423號,明通,黃柏濃縮散(明通),濃縮散劑,5,黃柏:4,黃柏:0.4,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每1.2克中含有：
 
 黃柏 (4.0 g)
 
 以上生藥製成浸膏0.8g(生藥與浸膏比例4.0:0.8=5.0:1) ( )
 
 黃柏 (0.4 g)"
衛署藥製字第003424號,明通,薏苡仁濃縮散(明通),濃縮散劑,5,薏苡仁:4,薏苡仁:0.4,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每1.2公克中含有：
 
 薏苡仁 (4.0 g)
 
 以上生藥製成浸膏0.8g(生藥與浸膏比例4.0:0.8=5.0:1) ( )
 
 薏苡仁 (0.4 g)"
衛署藥製字第003425號,明通,陳皮濃縮散(明通),濃縮散劑,5,陳皮:4,陳皮:0.4,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每1.2克中含有：
 
 陳皮 (4.0 g)
 
 以上生藥製成浸膏0.8g(生藥與浸膏比例4.0:0.8=5.0:1) ( )
 
 陳皮 (0.4 g)"
衛署藥製字第003426號,明通,車前子濃縮散(明通),濃縮散劑,5,車前子:4,車前子:0.4,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每1.2克中含有：
 
 車前子 (4.0 g)
 
 以上生藥製成浸膏0.8g(生藥與浸膏比例4.0:0.8=5.0:1) ( )
 
 車前子 (0.4 g)"
衛署藥製字第003513號,明通,天王補心丹濃縮顆粒(明通),濃縮顆粒劑,6.3,茯苓:1.8|玄參:1.8|遠志:1.8|當歸:2|五味子:2|麥門冬:2|天門冬:2|丹參:1.8|酸棗仁:2|生地黃:2|柏子仁:2|熟地黃:2|人參:1.8|桔梗:1.8|石菖蒲:2,,澱粉:1.4,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 茯苓 (1.8 g)
 
 玄參 (1.8 g)
 
 遠志 (1.8 g)
 
 當歸 (2.0 g)
 
 五味子 (2.0 g)
 
 麥門冬 (2.0 g)
 
 天門冬 (2.0 g)
 
 丹參 (1.8 g)
 
 酸棗仁 (2.0 g)
 
 生地黃 (2.0 g)
 
 柏子仁 (2.0 g)
 
 熟地黃 (2.0 g)
 
 人參 (1.8 g)
 
 桔梗 (1.8 g)
 
 石菖蒲 (2.0 g)
 
 以上生藥製成浸膏4.6g(生藥與浸膏比例28.8：4.6＝6.3：1) ( )
 
 澱粉 (1.4 g)"
衛署藥製字第003515號,勝昌,防風濃縮散(勝昌),濃縮散劑,5.48,防風:3.67,防風:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 防風 (3.67 g)
 
 以上生藥製成浸膏0.67g（生藥與浸膏比例3.67：0.67=5.48：1） ( )
 
 防風 (0.33 g)"
衛署藥製字第003516號,勝昌,蔓荊子濃縮散(勝昌),濃縮散劑,12.5,蔓荊子:3.13,蔓荊子:0.27,結晶性纖維素:0.05|澱粉:0.43,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 蔓荊子 (3.13 g)
 
 以上生藥製成浸膏0.25g(生藥與浸膏比例3.13:0.25=12.5:1) ( )
 
 蔓荊子 (0.27 g)
 
 結晶性纖維素 (0.05 g)
 
 澱粉 (0.43 g)"
衛署藥製字第003517號,勝昌,川芎濃縮散(勝昌),濃縮散劑,5.24,川芎:3.51,川芎:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 川芎 (3.51 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.51：0.67＝5.24：1) ( )
 
 川芎 (0.33 g)"
衛署藥製字第003518號,勝昌,綿茵陳濃縮散(勝昌),濃縮散劑,5.56,綿茵陳:2.5,,硬脂酸钙:0.01|結晶性纖維素:0.07|澱粉:0.47,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 綿茵陳 (2.50 g)
 
 以上生藥製成浸膏0.45g（生藥與浸膏比例2.5:0.45=5.56:1） ( )
 
 硬脂酸钙 (0.01 g)
 
 結晶性纖維素 (0.07 g)
 
 澱粉 (0.47 g)"
衛署藥製字第003520號,明通,防風通聖散濃縮顆粒(明通),濃縮顆粒劑,5.1,防風:1|荊芥:0.5|連翹:1|麻黃:1|薄荷:1|川芎:1|當歸:1|白芍:1|白朮:0.5|梔子:0.5|大黃:1|芒硝:1|黃芩:2|石膏:2|桔梗:2|甘草:2.5|滑石:2.5|生薑:0.5,,澱粉:1.7,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 防風 (1 g)
 
 荊芥 (0.5 g)
 
 連翹 (1 g)
 
 麻黃 (1 g)
 
 薄荷 (1 g)
 
 川芎 (1 g)
 
 當歸 (1 g)
 
 白芍 (1 g)
 
 白朮 (0.5 g)
 
 梔子 (0.5 g)
 
 大黃 (1 g)
 
 芒硝 (1 g)
 
 黃芩 (2 g)
 
 石膏 (2 g)
 
 桔梗 (2 g)
 
 甘草 (2.5 g)
 
 滑石 (2.5 g)
 
 生薑 (0.5 g)
 
 以上生藥製成浸膏4.3g(生藥與浸膏比例22：4.3＝5.1：1) ( )
 
 澱粉 (1.7 g)"
衛署藥製字第003521號,明通,八珍湯濃縮顆粒(明通),濃縮顆粒劑,4.04,當歸:3|川芎:3|白芍:3|熟地黃:3|人參:3|白朮:3|茯苓:3|炙甘草:1.5|生薑:3|大棗:2,,澱粉:14.2,✅ 解析成功,無需校正。,"處方:每21公克中含有： 
 
 當歸 (3.0 g)
 
 川芎 (3.0 g)
 
 白芍 (3.0 g)
 
 熟地黃 (3.0 g)
 
 人參 (3.0 g)
 
 白朮 (3.0 g)
 
 茯苓 (3.0 g)
 
 炙甘草 (1.5 g)
 
 生薑 (3.0 g)
 
 大棗 (2.0 g)
 
 以上生藥製成浸膏6.8g(生藥與浸膏比例27.5:6.8=4.04:1) ( )
 
 澱粉 (14.2 g)"
衛署藥製字第003523號,勝昌,當歸拈痛湯濃縮散(勝昌),濃縮散劑,3.75,當歸:1.25|羌活:1.25|甘草:1.25|黃芩:1.25|茵陳蒿:1.25|人參:0.75|苦參:0.75|升麻:0.75|葛根:0.75|蒼朮:0.75|白朮:1|澤瀉:1|豬苓:1|防風:1|知母:1,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 當歸 (1.25 g)
 
 羌活 (1.25 g)
 
 甘草 (1.25 g)
 
 黃芩 (1.25 g)
 
 茵陳蒿 (1.25 g)
 
 人參 (0.75 g)
 
 苦參 (0.75 g)
 
 升麻 (0.75 g)
 
 葛根 (0.75 g)
 
 蒼朮 (0.75 g)
 
 白朮 (1.0 g)
 
 澤瀉 (1.0 g)
 
 豬苓 (1.0 g)
 
 防風 (1.0 g)
 
 知母 (1.0 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例15：4＝3.75：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第003661號,勝昌,荊芥濃縮散(勝昌),濃縮散劑,7.69,荊芥:2.69,荊芥:0.25,硬脂酸鈣:0.01|結晶性纖維素:0.03|澱粉:0.36,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 荊芥 (2.69 g)
 
 以上生藥製成浸膏0.35g(生藥與浸膏比例2.69:0.35=7.69:1) ( )
 
 荊芥 (0.25 g)
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.03 g)
 
 澱粉 (0.36 g)"
衛署藥製字第003716號,勝昌,茵陳五苓散濃縮散(勝昌),濃縮散劑,8,茵陳蒿:16|澤瀉:2.5|豬苓:1.5|茯苓:1.5|白朮:1.5|桂枝:1,,澱粉:4.5,✅ 解析成功,無需校正。,"處方:每7.5公克中含有：
 
 茵陳蒿 (16.0 g)
 
 澤瀉 (2.5 g)
 
 豬苓 (1.5 g)
 
 茯苓 (1.5 g)
 
 白朮 (1.5 g)
 
 桂枝 (1.0 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例24:3＝8:1) ( )
 
 澱粉 (4.5 g)"
衛署藥製字第003719號,順天堂,”順天堂”地龍濃縮顆粒(順天堂),濃縮顆粒劑,12,地龍:8.04,,澱粉:0.33,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 地龍 (8.04 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例8.04:0.67=12:1) ( )
 
 澱粉 (0.33 g)"
衛署藥製字第003744號,勝昌,香附濃縮散(勝昌),濃縮散劑,7.16,香附:4.8,香附:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 香附 (4.8 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例4.8:0.67=7.16:1) ( )
 
 香附 (0.33 g)"
衛署藥製字第003800號,勝昌,山藥濃縮散(勝昌),濃縮散劑,12.5,山藥:3.13,山藥:0.64,麥芽糊精:0.1|硬脂酸鈣:0.01,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 山藥 (3.13 g)
 
 以上生藥製成浸膏0.25g(生藥與浸膏比例3.13:0.25=12.5:1) ( )
 
 山藥 (0.64 g)
 
 麥芽糊精 (0.10 g)
 
 硬脂酸鈣 (0.01 g)"
衛署藥製字第003801號,勝昌,芡實濃縮散(勝昌),濃縮散劑,16.66,芡實:5.83,芡實:0.25,麥芽糊精:0.05|硬脂酸鈣:0.01|澱粉:0.34,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 芡實 (5.83 g)
 
 以上生藥製成浸膏0.35g(生藥與浸膏比例5.83:0.35=16.66:1) ( )
 
 芡實 (0.25 g)
 
 麥芽糊精 (0.05 g)
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.34 g)"
衛署藥製字第003802號,勝昌,前胡濃縮散(勝昌),濃縮散劑,6.63,前胡:4.44,前胡:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 前胡 (4.44 g)
 
 以上生藥製成浸膏0.67g（生藥與浸膏比例4.44：0.67=6.63：1） ( )
 
 前胡 (0.33 g)"
衛署藥製字第003803號,勝昌,枇杷葉濃縮散(勝昌),濃縮散劑,5.54,枇杷葉:1.94,枇杷葉:0.45,硬脂酸鈣:0.01|澱粉:0.19,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 枇杷葉 (1.94 g)
 
 以上生藥製成浸膏0.35g(生藥與浸膏比例1.94:0.35=5.54:1) ( )
 
 枇杷葉 (0.45 g)
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.19 g)"
衛署藥製字第003888號,勝昌,桂枝茯苓丸濃縮顆粒(勝昌),濃縮顆粒劑,8.33,桂枝:4|茯苓:4|牡丹皮:4|桃仁:4|芍藥:4,,澱粉:3.6,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 桂枝 (4 g)
 
 茯苓 (4 g)
 
 牡丹皮 (4 g)
 
 桃仁 (4 g)
 
 芍藥 (4 g)
 
 以上生藥製成浸膏2.4g(生藥與浸膏比例20:2.4=8.33:1) ( )
 
 澱粉 (3.6 g)"
衛署藥製字第003991號,勝昌,蒲公英濃縮散(勝昌),濃縮散劑,5.88,蒲公英:2.35,,硬脂酸鈣:0.01|結晶性纖維素:0.06|澱粉:0.53,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 蒲公英 (2.35 g)
 
 以上生藥製成浸膏0.4g (生藥與浸膏比例2.35:0.4=5.88:1) ( )
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.06 g)
 
 澱粉 (0.53 g)"
衛署藥製字第003992號,勝昌,澤蘭濃縮散(勝昌),濃縮散劑,5,澤蘭:2.5,澤蘭:0.28,硬脂酸鈣:0.01|結晶性纖維素:0.06|澱粉:0.15,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 澤蘭 (2.50 g)
 
 以上生藥製成浸膏0.5g（生藥與浸膏比例2.5:0.5=5:1） ( )
 
 澤蘭 (0.28 g)
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.06 g)
 
 澱粉 (0.15 g)"
衛署藥製字第003993號,勝昌,地骨皮濃縮散(勝昌),濃縮散劑,9.67,地骨皮:2.9,地骨皮:0.4,麥芽糊精:0.05|硬脂酸鈣:0.01|澱粉:0.24,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 地骨皮 (2.90 g)
 
 以上生藥製成浸膏0.3g(生藥與浸膏比例2.9:0.3=9.67:1) ( )
 
 地骨皮 (0.40 g)
 
 麥芽糊精 (0.05 g)
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.24 g)"
衛署藥製字第004004號,勝昌,小柴胡湯濃縮顆粒(勝昌),濃縮顆粒劑,8.13,柴胡:6|半夏:5|黃芩:3|大棗:3|人參:3|甘草:2|生薑:4,,澱粉:1.3,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 柴胡 (6 g)
 
 半夏 (5 g)
 
 黃芩 (3 g)
 
 大棗 (3 g)
 
 人參 (3 g)
 
 甘草 (2 g)
 
 生薑 (4 g)
 
 以上生藥製成浸膏3.2g(生藥與浸膏比例26：3.2＝8.13：1) ( )
 
 澱粉 (1.3 g)"
衛署藥製字第004021號,勝昌,蒼耳子濃縮散(勝昌),濃縮散劑,10,蒼耳子:3.5,,硬脂酸鈣:0.01|結晶性纖維素:0.08|澱粉:0.56,✅ 解析成功,無需校正。,"處方:每公克中含有：
 
 蒼耳子 (3.50 g)
 
 以上生藥製成浸膏0.35g(生藥與浸膏比例3.5：0.35＝10：1) ( )
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.08 g)
 
 澱粉 (0.56 g)"
衛署藥製字第004022號,勝昌,紫蘇葉濃縮散(勝昌),濃縮散劑,8,紫蘇葉:3.6,紫蘇葉:0.2,硬脂酸鈣:0.01|結晶性纖維素:0.07|澱粉:0.27,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 紫蘇葉 (3.60 g)
 
 以上生藥製成浸膏0.45g(生藥與浸膏比例3.6:0.45=8:1) ( )
 
 紫蘇葉 (0.20 g)
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.07 g)
 
 澱粉 (0.27 g)"
衛署藥製字第004023號,勝昌,續斷濃縮散(勝昌),濃縮散劑,6.39,續斷:4.28,續斷:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 續斷 (4.28 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例4.28：0.67＝6.39：1) ( )
 
 續斷 (0.33 g)"
衛署藥製字第004026號,勝昌,五苓散濃縮顆粒(勝昌),濃縮顆粒劑,6.67,澤瀉:5|白朮:3|茯苓:3|豬苓:3|桂枝:2,,澱粉:2.1,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 澤瀉 (5.0 g)
 
 白朮 (3.0 g)
 
 茯苓 (3.0 g)
 
 豬苓 (3.0 g)
 
 桂枝 (2.0 g)
 
 以上生藥製成浸膏2.4g(生藥與浸膏比例16：2.4＝6.67：1) ( )
 
 澱粉 (2.1 g)"
衛署藥製字第004037號,勝昌,加味逍遙散濃縮顆粒(勝昌),濃縮顆粒劑,5.29,當歸:3|白芍:3|柴胡:3|白朮:3|茯苓:3|薄荷:1|甘草:2|牡丹皮:2|山梔子:2|乾生薑:1,,澱粉:1.65,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 當歸 (3 g)
 
 白芍 (3 g)
 
 柴胡 (3 g)
 
 白朮 (3 g)
 
 茯苓 (3 g)
 
 薄荷 (1 g)
 
 甘草 (2 g)
 
 牡丹皮 (2 g)
 
 山梔子 (2 g)
 
 乾生薑 (1 g)
 
 以上生藥製成浸膏4.35g(生藥與浸膏比例23：4.35＝5.29：1) ( )
 
 澱粉 (1.65 g)"
衛署藥製字第004059號,泰吉,安腎丸(泰吉),丸劑,1,,肉桂:0.05|茯苓:0.15|川烏頭:0.05|肉蓯蓉:0.15|桃仁:0.15|石斛:0.15|白蒺藜:0.15|川薢:0.15|白戟天:0.15|白朮:0.15|山藥:0.15|補骨脂:0.15,蜂蜜:1.4,✅ 成功(原粉/非濃縮),自動判定為原粉劑型，倍數設為 1。,"處方:每6丸(3g)中含有：
 
 肉桂 (50 mg)
 
 茯苓 (150 mg)
 
 川烏頭 (50 mg)
 
 肉蓯蓉 (150 mg)
 
 桃仁 (150 mg)
 
 石斛 (150 mg)
 
 白蒺藜 (150 mg)
 
 川薢 (150 mg)
 
 白戟天 (150 mg)
 
 白朮 (150 mg)
 
 山藥 (150 mg)
 
 補骨脂 (150 mg)
 
 蜂蜜 (1400 mg)"
衛署藥製字第004078號,勝昌,當歸芍藥散濃縮顆粒(勝昌),濃縮顆粒劑,4.07,當歸:3|川芎:3|白芍:4|茯苓:4|白朮:4|澤瀉:4,,澱粉:0.6,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 當歸 (3.0 g)
 
 川芎 (3.0 g)
 
 白芍 (4.0 g)
 
 茯苓 (4.0 g)
 
 白朮 (4.0 g)
 
 澤瀉 (4.0 g)
 
 以上生藥製成浸膏5.4g(生藥與浸膏比例22：5.4＝4.07：1) ( )
 
 澱粉 (0.6 g)"
衛署藥製字第004079號,勝昌,麥芽濃縮散(勝昌),濃縮散劑,4.97,麥芽:3.33,麥芽:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 麥芽 (3.33 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.33：0.67＝4.97：1) ( )
 
 麥芽 (0.33 g)"
衛署藥製字第004080號,勝昌,鳳尾草濃縮散(勝昌),濃縮散劑,5.33,鳳尾草:3.57,鳳尾草:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 鳳尾草 (3.57 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.57:0.67=5.33:1) ( )
 
 鳳尾草 (0.33 g)"
衛署藥製字第004081號,勝昌,烏藥濃縮散(勝昌),濃縮散劑,12.5,烏藥:3.75,烏藥:0.5,硬脂酸鈣:0.01|結晶性纖維素:0.03|澱粉:0.16,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 烏藥 (3.75 g)
 
 以上生藥製成浸膏0.3g(生藥與浸膏比例3.75:0.3=12.5:1) ( )
 
 烏藥 (0.50 g)
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.03 g)
 
 澱粉 (0.16 g)"
衛署藥製字第004082號,勝昌,澤瀉濃縮散(勝昌),濃縮散劑,5.56,澤瀉:2.5,澤瀉末:0.32,結晶性纖維素:0.05|澱粉:0.18,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 澤瀉 (2.50 g)
 
 以上生藥製成浸膏0.45g(生藥與浸膏比例2.5:0.45=5.56:1) ( )
 
 澤瀉末 (0.32 g)
 
 結晶性纖維素 (0.05 g)
 
 澱粉 (0.18 g)"
衛署藥製字第004083號,勝昌,桂枝濃縮散(勝昌),濃縮散劑,20,桂枝:6,桂枝:0.35,麥芽糊精:0.04|硬脂酸鈣:0.01|澱粉:0.3,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 桂枝 (6.00 g)
 
 以上生藥製成浸膏0.3g（生藥與浸膏比例6:0.3=20:1） ( )
 
 桂枝 (0.35 g)
 
 麥芽糊精 (0.04 g)
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.30 g)"
衛署藥製字第004084號,勝昌,葛根湯濃縮顆粒(勝昌),濃縮顆粒劑,7.08,葛根:4|麻黃:3|大棗:3|桂枝:2|白芍:2|甘草:2|乾生薑:1,,澱粉:2.1,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 葛根 (4.0 g)
 
 麻黃 (3.0 g)
 
 大棗 (3.0 g)
 
 桂枝 (2.0 g)
 
 白芍 (2.0 g)
 
 甘草 (2.0 g)
 
 乾生薑 (1.0 g)
 
 以上生藥製成浸膏2.4g(生藥與浸膏比例17：2.4＝7.08：1) ( )
 
 澱粉 (2.1 g)"
衛署藥製字第004086號,勝昌,牛蒡子濃縮散(勝昌),濃縮散劑,9.1,牛蒡子:3.9,,硬脂酸鈣:0.01|結晶性纖維素:0.01|澱粉:0.55,✅ 解析成功,無需校正。,"處方:每公克中含有： 
 
 牛蒡子 (3.90 g)
 
 以上生藥製成浸膏0.43g(生藥與浸膏比例3.9:0.43=9.1:1) ( )
 
 硬脂酸鈣 (0.01 g)
 
 結晶性纖維素 (0.01 g)
 
 澱粉 (0.55 g)"
衛署藥製字第004092號,明通,麻黃湯濃縮散(明通),濃縮散劑,15.3,麻黃:9|桂枝:6|炙甘草:3|杏仁:5,,澱粉:3,✅ 解析成功,無需校正。,"處方:每4.5公克中含有： 
 
 麻黃 (9.0 g)
 
 桂枝 (6.0 g)
 
 炙甘草 (3.0 g)
 
 杏仁 (5.0 g)
 
 以上生藥製成浸膏1.5g(生藥與浸膏比例23:1.5=15.3:1) ( )
 
 澱粉 (3.0 g)"
衛署藥製字第004110號,勝昌,木瓜濃縮散(勝昌),濃縮散劑,5.69,木瓜:3.81,木瓜:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 木瓜 (3.81 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.81:0.67=5.69:1) ( )
 
 木瓜 (0.33 g)"
衛署藥製字第004111號,勝昌,化石草濃縮散(勝昌),濃縮散劑,7.7,化石草:3.08,化石草:0.45,硬脂酸鈣:0.01|澱粉:0.14,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有： 
 
 化石草 (3.08 g)
 
 以上生藥製成浸膏0.4g(生藥與浸膏比例3.08:0.4=7.7:1) ( )
 
 化石草 (0.45 g)
 
 硬脂酸鈣 (0.01 g)
 
 澱粉 (0.14 g)"
衛署藥製字第004113號,勝昌,十神湯濃縮顆粒(勝昌),濃縮顆粒劑,8.04,川芎:3|甘草:3|紫蘇葉:3|麻黃:3|白芷:3|升麻:3|陳皮:3|香附子:3|芍藥:3|葛根:6|生薑:2|大棗:2,,澱粉:1.4,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 川芎 (3 g)
 
 甘草 (3 g)
 
 紫蘇葉 (3 g)
 
 麻黃 (3 g)
 
 白芷 (3 g)
 
 升麻 (3 g)
 
 陳皮 (3 g)
 
 香附子 (3 g)
 
 芍藥 (3 g)
 
 葛根 (6 g)
 
 生薑 (2 g)
 
 大棗 (2 g)
 
 以上生藥製成浸膏4.6g(生藥與浸膏比例37:4.6=8.04:1) ( )
 
 澱粉 (1.4 g)"
衛署藥製字第004114號,勝昌,黃水茄濃縮散(勝昌),濃縮散劑,5.69,黃水茄:3.81,黃水茄:0.33,,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每公克中含有：
 
 黃水茄 (3.81 g)
 
 以上生藥製成浸膏0.67g(生藥與浸膏比例3.81:0.67=5.69:1) ( )
 
 黃水茄 (0.33 g)"
